polarity,text
1,"Watched Changeling last night, very interesting movie. I was surprised to find out it was a true story. I recommend it. "
0,@louiseeebrown ahhh noooo  not good lol. x
0,migraine with aura has arrived  losing vision right when i wanted to drive home. any tips on meds/treatment?
1,I'm listening to music and dancing around everywhere!!! 
0,i wish plane ticket prices weren't jacked for memorial day 
0,@r18thletter Smh at your phone. Definitely got this late 
1,Heading to my sister's for dinner. Mom cooked rabbit. YUCK! I'm having pork chops... 
0,Omg! Swine flu is in my school!! Aahhh! Scariest tannoy ever! People r cryin  Scared!!
0,"@bfheroes I'm a sys admin, shame I'm not in Sweden. "
0,Wheres @Arroqantasia i miss ha 
0,"@DJ_B_EAZY, thats so hard  they're both soo dopeee. but i'll have to go with Nas .. Jay-z is equally dope tho, just Nas wins in my opinion"
1,anyone wanna buy me stuff online?  i'll pay you in hugsssssssss
0,Nobody wants to go to school 
0,@GeoffCumm My reply is no 
0,this damn bejeweled game makes me mad... why can't get i get above 25000 after i got 50000+ points? 
1,Monday is going to be a good day  &quot;If you dream it you can do it&quot;
1,i just wanna...you knwo what 
0,mommy's last day in Boston 
0,Dont want to go back to school tomorrow 
0,@mwerneck ok ok.. we r child  we are gonna rock in LA hahaha
0,We just started our first &quot;batch&quot; of dialysate with the new PureFlow system. Can't use it because it hasn't been tested through the lab. 
1,I want to pour a bowl full of sprinkles on a little cup of ice cream 
0,Tweople! My back hurts 
1,1-0 against Uzbekistan (@half-time)   We'd almost get a ticket to South Africa.
0,"@tommcfly i don't believe is the last show in Brazil, please don't go "
0,@DMZilla I want one 
1,@audaciousgloop hm... I usually stick to one format at a time... Maybe when  I get the chance I can seriously experiment - should be fun! 
1,@brittanytastic @frickxx ive set up camp! 
0,Must. get. up. 
1,Dad called after Id already gotten home--he was driving my mom to Kentucky to spend the week with Nani! So THATS where they were 
0,"@nickjonas it's not fair u.u, i have to wait until 25 on chile u.u! "
1,listening to music. 
0,"@katiedidituk prada lol i dont paid enough to buy that. Lazy day so far after ysydy. Just had lunch, pouring down here "
0,So today's June B-Days cake 'festival' was a little low on cake it seems.  I only had one piece. 
0,it's raining 
1,are we friends on facebook yet? http://bit.ly/knRqY /profile.php?id=1472633752&amp;ref=profile 
1,@jaimeriba http://twitpic.com/4x640 - guess it was a great play  good pic (:
1,"@dolts007 thank you, we like that one "
1,maybe by the time church is over i will have ten followers 
0,@fluttering I would really like to know where the fuck I can find subs for TQS to be honest.  rawr.
0,Really said about Jon and Kate 
0,@pReHaB212 lmbao that might be the biggest let down of my life  you gotta have something ready for me next time old timmer
0,"I totally have like...  four girl options, and none of them seem viable "
1,@smellaswan oh yay  i will go upstairs in a bit to my laptop since my sk gets no signal anyway and this thing has no aim + i hate meebo
0,You know you have been around your kids way to much when you are in the shower..having mommy free time and you are singing Go Diego Go! 
1,Happy 2 Monthniversary darling... 
0,ugh 2daii is a bad daii 
0,oh my goodness today is a perfect day. really wish I could go ride 
0,@bsbaegirl I was feeling left out 
0,"@Andrew_FP Pfft, I have to wait until Thursday. You're so ungrateful! "
0,ahhhh now i have no pic 
0,Just came home from dance rehearsal with Rebecca and Andrew. I'm tired so it's time for bed soon 
0,Paintballing is fun yet is very paintfull 
0,damn.... not again.... free kas asap!!! 
0,@scottgal I've noticed this as well. To be honest I've kind of been disappointed with the speed of Gmail in FF since Chrome came out..  
0,"@joma419 i have the same ones, except spanish will be much harder now... "
1,Just thought I'd drop by &amp; say Hi ! I knw I dn't knw u ppl &amp; U dn't knw me but Hi anyway 
0,Yahoo finally goes mobile ! http://new.m.yahoo.com/ but is sucks 
0,"Ahr :| | ahhh, my phone is broken  yep broken. Where she? Where from and what she do? Haha just bull shits yeahhh! =["
1,@Zeenat_x lool i fell asleep at like 9 yesterday omg :|..woo reply from ironik haha..he gonna try make it happen 
0,my foot hurts 
1,Going to the lakeee.   Stay Fly;
0,"signed up for my &quot;new&quot; coarse in college  Health,English, and Math  no music "
0,"@DrPostALot awwww BEACH! but I wanna go to North Shore, Ocean Beach ain't the same "
1,"@utjenn   Lol, @rustyrockets doesn't live in the States.      He's doing a movie and some interviews.  I think?"
0,"Hubbie Jay and I got caught in a thunderstorm trying to go to Transformers, which ended up being sold out "
0,"@TrixieTreats  Oh, yeah, the cold and the dust would exacerbate it, yeah?"
1,new album now on itunes  go leave some reviews! made my day!
1,@imerinnn hey! im at the beach right now but on the 8th ill still be here so let me know what were gonna do about tickets! 
1,alphabet pony by the kills  LOL
1,@chicagoblues60 Hello!!  I hope you're having a nice Saturday.  
1,@GrizzlyCullen You're welcome 
0,My Friday Follow list: @140tees @betsywebber (even though she unfollowed me   @stickytwits @TechSmith (cause I LOVE Jing!) @MonicaBenton
1,@peaches_g hi peaches 
0,knows one thing - that he knows nothing 
1,"@Jennifalconer you too, good luck with the photoshoot, sure youll be fine! "
0,"Sunday, noo waay! I hate it! "
1,GRADUATIONNNNNN!  SENI09RS... WUUUUUURD TO YA MOTTTHAA
1,"Biking is wonderful... I am going to ride my ninja soon... If you don't have proper training don't try it, it's very risky for the novish "
1,Uploading stuff in Multiply.com Check 'em out later. 
1,"@epiphanygirl http://twitpic.com/6ev8w - Naw cheese is essential, im gonna be nice, you can have it all to yourself  lo"
1,"@ajaedandridge runnin from the dick (too much... Cuz u know, a lil means a lot  lol)"
1,Ice tea is the winner 
0,isPlayer Has Died! Sorry 
0,Missing Supernatural Thursdays... 
1,Sup folks!  happy Friday and weekend to you all! :-D
1,Driving to the club 
1,@brooklynhilary want a partner back to LA! ? Good company cat bad at stick 
1,"@ChefBridgette alright, well, I'm homa atm. I'm gonna see if I can stay this afternoon too. so, maybe I'll see you then "
1,I got lost in Lance Franklin's eyes today and found myself in Jarryd Roughead's arms ;) ... All in all a very good and productive day 
0,PLEASE GO TO THE TUCSON &amp; NEW MEXICO SHOWS DESPITE US HAVING TO DROP OFF DUE TO TELLE GETTING FOOD POISONING! WE APOLOGIZE TO YOU GUYS 
1,"I am watching #FrenchOpen. Svetlana Kuznetsova has just won! Woo-hoo! Russia, go ahead! "
0,asking someone to my semi.... totally nervous and feel like i am going to throw up 
0,Feelin kinda nauseous.... I hope it wasnt the grits!! 
1,"@CoolBreezeJ Depends on how close it is. A couple days then hell naw, I'll wait. I's so sweet! "
1,"@katmusic2008 lol You'd really have to ask @InvisibleWork I wasn't there, just re-tweeting! Sorry! "
1,"@sah1510 umm. phonetically spelt, eye-eee "
1,After a weekend that'll never forget...its back to grindin 
1,"@lovelypaperie Canada isn't so appealing to me. Any place you recommend?  New Zealand one day, but not now  it's winter over there now. "
1,"@pcdnicole welcome to indonesia! im gonna watch your show tomorrow, can't wait! have a great first night here "
1,@medi_kate speaking of spinning.. i got this new cock ring 
0,is poorly sick 
0,Geez Au Bon Pain's latte costs the same as Starbuck's. Only difference is that I prefer the Bux 
0,wishes she was somewhere warm at the moment like the US...i like the US... why cant it be summer ? booooooo 
1,@tishylicious I wanna watch it too. Xmpre. With you. 
0,sleepy and tired..i don't want to go to practice 
0,"@eddieizzard beautiful weather down here in Devon, sunny with a slight breeze. Perfect for staying inside and writing an essay "
1,Woke up.. gym! Noww Spoon me!! 
1,"Wow, its SuperDuperSunday...So glad its almost over "
1,@PembsDave Good brain..tan could make the world dom easier...me think! 
0,@deadtinkerbell I want to run  Hopefully the doc will have my orthotics today.
0,Just woke up ...last night was amazing! I'll forever remenber it. I love my 8th grade family. I'll miss you guys. 
1,"floating around in the pool on my raft, drinking rootbeer "
0,@Munblowsky  UFFFFFFF Y NEVER WRITE 
1,"Battle of wills right now with 4 yo who thinks she deserves a popsicle. I say no, she's done for the day. She's not buying it.  "
0,I think I might throw up... I only could eat half of my ice cream cone  http://twitpic.com/67ybk
0,@Spitphyre I have 200 pages to go and am hooked.. he goes away from her life?? nooo 
0,"@dannasp: humm i want to go too, but you go to the concert  today i try to get money but i dont have"
1,@mikayla918 You are 100% correct. 
0,"red bull, work, study, red bull, work, study..... my life is amazing right now!!!! "
0,BLAINE IS ILL AND WONT STOP COUGHING EVERYTIME HE GOES TO PRESCHOOL HE GETS ANUVA ILLNESS FROM DA GR8 UNWASHED Y DO I BOTHER? 
1,Jena's wedding tonight - new shoes? Yes 
0,Aww...  Pray for the arroyo family everyone! 
1,"@AspaPhoto I am the same... well peer trained, peer taught, peer learning "
0,@heatherxdaniels man i wasnt! i left it in my purse.. in the car... idk who gave me my phone... idk...  it sucks
1,omg cant wait for the new Demi Lovato album this summer omg i luv her music shes so good 
1,"this is too cool, #marsiscoming, #echelon and #mars is buzzing "
0,"@Anticiplate Ouch Kari, I hope your hands and fingers heal quickly. At least it will make your Summerspoon.com more interesting. Sorry "
0,@prinsezha ~ sorry to hear about her partz  I hope you feel better. I know how much saying goodbye sucks.
1,gimme 20 minutes and wait over there  http://www.myspace.com/38pr
1,@frenzy_me but we forgot RCB ... what if it wins both the matches against Delhi and Deccan 
0,i need new music   http://bit.ly/J43cO
0,@newbs_faja  thats too weird.
0,@Jess_ms many times but thats life isnt it 
1,Reading the Bartimaeus trilogy now 
0,@kkatherinee haha. today was so nice and hot. but we've had rain all week so now i guess it went to you 
1,Just back from Ferch's Grand Opening in Franklin.  Great food!!  The place was hopping.  Congrats TRav and KTrog!! 
0,i am not a sult!!!!!!!  am i?
0,@NiaBassett They say the sun shines on the righteous ! Its pouring down here 
0,"@heatherberg haha seriously    blake and the drag queen = epic, btw &lt;3"
1,Julien is EPIC.  @sammie_doodle Oh noez! 0_o I hope it works soon!
0,i got kicked out of the room that has the DirecTV box.  watching a livestream of it instead. &gt;:[
0,Critique with skees sucks. I've had about two hours of sleep and I feel like death 
0,@snw  that stinks
0,@theblackestsea oh crap!! 
0,Not having the greatest day at work  and sick of this bloody touch screen phone lol
0,heading sunday with un-well body!it's a darn! 
1,says eat na ng lunch  http://plurk.com/p/to4gg
0,LOL got the tip resuts in a email but the person just resent last weeks   LOL i won 87 cents for getting 8  like 8 other people got 8 
1,"Happiness is, Startrek and biscuits   Khannnnn!!!"
1,Matt Nathanson is my life! And my life will be complete tomorrow at 1 
1,@bradhfh you guys were amazing 
1,keeps realizing that school is almost over and i'll be able to read my books soon!  http://plurk.com/p/t95of
1,: matanya masi periihh ... try to strong !! ok 
1,@visitor9627 I am sure the greeting card companies are losing money anyway with the changing forms of communication. 
0,i miss johnny already 
0,of course now that i am finally home i feel like crap. haven't even gotten to really see john yet 
1,"@Kevin_Ross if you look at the js code in facebook you will notice a few js functions...nahh just kidding, a buddy told me "
1,"@Larzzzz and to you, my friend. Love you. "
0,"Foreclosees abandoned pitbull, Glendale,CA. Lg L.A. PB rescue unresponsive.  It's terrified, being fed &amp; watered. Info: @umiluh_tplz"
1,is one month away from the big 21! 
0,"OMFG I killed my phone on sat., I feel like a crack ho, without the crack "
0,@te0h hahah no not that valley. that's cool valley. texas valley. like...rio grande valley. ahhaha i wish i lived in california valley 
1,@channingtatum kings of leon 
1,@apretzel I'm thankful for you in my life  and I love that I'm your only follower! Haha love you too 
1,Going to walmart with carissa!!! 
1,"Good Morning...from snow to 70 degrees...loving Colorado today  Darn, i could have worn flip flops today..."
1,"@GemmaCocker I hate the dentist!  Or, am I scared of the dentist?!  Either way, I don't like going!!  "
1,@ddlovato i wish i was there! but i live in holland ): but i'm going to see you in paris 
1,@reachnyc thank you 
1,"@jooblie as you can probably tell, I've been on the receiving end of it one too many times "
